V_r,I_ub,I_b,I_φ
0.485,0.026000000000000023,0.0013,0.027300000000000022
0.486,-0.035999999999999976,0.0013,-0.034699999999999974
0.487,-0.04099999999999998,0.0013,-0.03969999999999998
0.488,-0.043999999999999984,0.0013,-0.04269999999999998
0.489,-0.03199999999999997,0.0013,-0.030699999999999974
0.49,-0.03899999999999998,0.0013,-0.03769999999999998
0.491,0.01200000000000001,0.0013,0.01330000000000001
0.492,0.009000000000000008,0.0013,0.010300000000000007
0.493,-0.008000000000000007,0.0013,-0.006700000000000007
0.494,-0.03199999999999997,0.0013,-0.030699999999999974
0.495,-0.04899999999999999,0.0013,-0.047699999999999985
0.496,0.0030000000000000027,0.0013,0.004300000000000003
0.497,-0.044999999999999984,0.0013,-0.04369999999999998
0.498,0.01200000000000001,0.0013,0.01330000000000001
0.499,0.02400000000000002,0.0013,0.02530000000000002
0.5,-0.033999999999999975,0.0013,-0.03269999999999997
0.501,-0.03899999999999998,0.0013,-0.03769999999999998
0.502,0.013000000000000012,0.0013,0.01430000000000001
0.503,0.0,0.0013,0.0013
0.504,-0.030000000000000027,0.0013,-0.028700000000000028
0.505,-0.03999999999999998,0.0013,-0.03869999999999998
0.506,-0.02200000000000002,0.0013,-0.02070000000000002
